datetime,temperature,pressure,relative_humidity,wind_speed,wind_direction,rainfall,dew‐point_temperature,sea_level_pressure,day_length,year,month,day,hour
2019-01-06,8.0,1019.5,55,3.4,西北西,0.0,-0.5,1020.8,0,2019,1,6,1
2019-01-06,7.4,1020.2,60,2.7,西北西,0.0,0.2,1021.5,0,2019,1,6,2
2019-01-06,5.3,1019.9,69,1.7,西南西,0.0,0.1,1021.2,0,2019,1,6,3
2019-01-06,4.6,1019.4,74,1.4,南,0.0,0.4,1020.7,0,2019,1,6,4
2019-01-06,3.6,1019.8,80,0.9,南南西,0.0,0.5,1021.1,0,2019,1,6,5
2019-01-06,4.4,1019.8,77,1.3,南東,0.0,0.7,1021.1,0,2019,1,6,6
2019-01-06,5.6,1020.9,75,1.1,北,0.0,1.5,1022.2,0,2019,1,6,7
2019-01-06,5.4,1022.3,77,2.4,西南西,0.0,1.7,1023.6,0.0,2019,1,6,8
2019-01-06,6.7,1022.6,66,0.5,西,0.0,0.8,1023.9,0.0,2019,1,6,9
2019-01-06,7.0,1022.7,63,2.3,北,0.0,0.5,1024.0,0.0,2019,1,6,10
2019-01-06,7.9,1022.0,60,2.5,北,0.0,0.6,1023.3,0.3,2019,1,6,11
2019-01-06,7.8,1021.5,61,3.0,北北西,0.0,0.8,1022.8,0.0,2019,1,6,12
2019-01-06,8.3,1021.6,59,1.7,北北西,0.0,0.8,1022.9,0.1,2019,1,6,13
2019-01-06,8.5,1021.6,56,1.4,北西,0.0,0.2,1022.9,0.3,2019,1,6,14
2019-01-06,8.7,1021.6,55,1.8,西北西,0.0,0.2,1022.9,0.6,2019,1,6,15
2019-01-06,8.4,1021.6,55,1.7,北,0.0,-0.1,1022.9,0.2,2019,1,6,16
2019-01-06,8.3,1021.8,53,2.6,北,0.0,-0.7,1023.1,0.0,2019,1,6,17
2019-01-06,7.8,1022.5,57,2.7,北北西,0.0,-0.2,1023.8,0.0,2019,1,6,18
2019-01-06,7.2,1022.9,58,2.3,北,0.0,-0.5,1024.2,0,2019,1,6,19
2019-01-06,7.2,1023.5,57,2.5,北,0.0,-0.7,1024.8,0,2019,1,6,20
2019-01-06,6.8,1023.5,61,1.7,北北東,0.0,-0.2,1024.8,0,2019,1,6,21
2019-01-06,5.7,1023.7,68,0.9,南西,0.0,0.3,1025.0,0,2019,1,6,22
2019-01-06,5.4,1023.8,71,1.4,西南西,0.0,0.6,1025.1,0,2019,1,6,23
2019-01-06,5.1,1023.9,74,1.5,南西,0.0,0.9,1025.2,0,2019,1,6,24
2019-01-07,5.2,1023.5,74,1.3,南南西,0.0,1.0,1024.8,0,2019,1,7,1
2019-01-07,4.3,1023.7,78,1.5,西,0.0,0.8,1025.0,0,2019,1,7,2
2019-01-07,3.5,1023.9,81,1.5,南南西,0.0,0.6,1025.2,0,2019,1,7,3
2019-01-07,2.7,1023.7,83,1.9,西南西,0.0,0.1,1025.1,0,2019,1,7,4
2019-01-07,1.9,1023.4,83,1.9,南西,0.0,-0.7,1024.8,0,2019,1,7,5
2019-01-07,1.7,1023.7,82,2.4,西南西,0.0,-1.0,1025.1,0,2019,1,7,6
2019-01-07,1.3,1023.9,83,2.6,西南西,0.0,-1.3,1025.3,0,2019,1,7,7
2019-01-07,1.8,1024.1,80,2.2,西南西,0.0,-1.3,1025.5,0.6,2019,1,7,8
2019-01-07,4.1,1024.4,71,1.3,南南西,0.0,-0.7,1025.7,1.0,2019,1,7,9
2019-01-07,6.4,1024.7,63,0.6,南,0.0,-0.1,1026.0,0.6,2019,1,7,10
2019-01-07,7.8,1023.7,55,0.7,南,0.0,-0.7,1025.0,0.2,2019,1,7,11
2019-01-07,9.6,1022.4,48,2.0,南西,0.0,-0.9,1023.7,0.8,2019,1,7,12
2019-01-07,9.5,1021.9,54,3.9,北北西,0.0,0.7,1023.2,0.9,2019,1,7,13
2019-01-07,10.8,1021.5,45,3.6,西,0.0,-0.6,1022.8,0.5,2019,1,7,14
2019-01-07,11.3,1021.2,44,4.7,西,0.0,-0.5,1022.5,1.0,2019,1,7,15
2019-01-07,10.8,1021.1,46,3.6,西,0.0,-0.3,1022.4,1.0,2019,1,7,16
2019-01-07,9.9,1021.4,54,3.0,西,0.0,1.0,1022.7,0.8,2019,1,7,17
2019-01-07,9.2,1021.8,59,2.9,西南西,0.0,1.6,1023.1,0.0,2019,1,7,18
2019-01-07,8.3,1022.0,62,1.9,南西,0.0,1.5,1023.3,0,2019,1,7,19
2019-01-07,7.7,1022.2,66,1.6,西南西,0.0,1.8,1023.5,0,2019,1,7,20
2019-01-07,8.2,1022.0,65,1.1,西南西,0.0,2.0,1023.3,0,2019,1,7,21
2019-01-07,7.6,1022.2,68,1.0,南東,0.0,2.1,1023.5,0,2019,1,7,22
2019-01-07,7.3,1022.1,70,0.4,南,0.0,2.2,1023.4,0,2019,1,7,23
2019-01-07,7.3,1021.9,70,1.6,南西,0.0,2.2,1023.2,0,2019,1,7,24
2019-01-08,6.0,1021.7,75,0.9,南南西,0.0,1.9,1023.0,0,2019,1,8,1
2019-01-08,5.6,1021.8,75,1.7,南南西,0.0,1.5,1023.1,0,2019,1,8,2
2019-01-08,5.2,1021.6,76,1.1,南南西,0.0,1.3,1022.9,0,2019,1,8,3
2019-01-08,4.4,1021.5,80,1.6,西南西,0.0,1.3,1022.8,0,2019,1,8,4
2019-01-08,5.0,1021.3,76,1.4,南南西,0.0,1.1,1022.6,0,2019,1,8,5
2019-01-08,4.5,1021.4,80,1.7,西南西,0.0,1.4,1022.7,0,2019,1,8,6
2019-01-08,4.8,1021.6,79,1.4,南西,0.0,1.5,1022.9,0,2019,1,8,7
2019-01-08,5.5,1021.6,77,1.2,南南東,0.0,1.8,1022.9,0.0,2019,1,8,8
2019-01-08,7.1,1021.9,73,1.3,西南西,0.0,2.6,1023.2,0.0,2019,1,8,9
2019-01-08,9.5,1021.7,61,1.4,南西,0.0,2.4,1023.0,0.4,2019,1,8,10
2019-01-08,11.1,1020.6,51,3.8,西南西,0.0,1.4,1021.9,0.8,2019,1,8,11
2019-01-08,11.6,1019.6,44,4.7,西,0.0,-0.2,1020.9,0.6,2019,1,8,12
2019-01-08,12.0,1018.6,42,6.2,西南西,0.0,-0.5,1019.9,1.0,2019,1,8,13
2019-01-08,11.7,1017.7,42,5.1,西,0.0,-0.8,1019.0,0.8,2019,1,8,14
2019-01-08,11.8,1017.6,43,4.3,西,0.0,-0.3,1018.9,0.6,2019,1,8,15
2019-01-08,11.4,1017.9,44,4.0,西,0.0,-0.4,1019.2,0.9,2019,1,8,16
2019-01-08,10.6,1017.5,52,4.0,西南西,0.0,1.2,1018.8,0.5,2019,1,8,17
2019-01-08,9.6,1017.7,56,2.3,西南西,0.0,1.3,1019.0,0.0,2019,1,8,18
2019-01-08,8.3,1017.7,59,1.3,南南西,0.0,0.8,1019.0,0,2019,1,8,19
2019-01-08,9.5,1017.9,44,4.1,西北西,0.0,-2.1,1019.2,0,2019,1,8,20
2019-01-08,8.6,1018.7,49,6.4,北西,0.0,-1.5,1020.0,0,2019,1,8,21
2019-01-08,8.1,1019.4,50,3.5,西北西,0.0,-1.7,1020.7,0,2019,1,8,22
2019-01-08,7.9,1019.3,48,3.7,西北西,0.0,-2.4,1020.6,0,2019,1,8,23
2019-01-08,7.8,1019.2,47,4.5,西北西,0.0,-2.8,1020.5,0,2019,1,8,24
2019-01-09,7.7,1019.6,45,6.2,西北西,0.0,-3.5,1020.9,0,2019,1,9,1
2019-01-09,7.1,1020.3,43,6.8,西北西,0.0,-4.6,1021.6,0,2019,1,9,2
2019-01-09,6.9,1020.9,45,6.8,西,0.0,-4.2,1022.2,0,2019,1,9,3
2019-01-09,6.7,1021.8,46,4.3,西北西,0.0,-4.1,1023.1,0,2019,1,9,4
2019-01-09,5.7,1023.2,57,3.6,西北西,0.0,-2.1,1024.5,0,2019,1,9,5
2019-01-09,5.3,1024.6,59,5.7,北西,0.0,-2.1,1025.9,0,2019,1,9,6
2019-01-09,4.7,1025.6,57,4.7,西北西,0.0,-3.1,1026.9,0,2019,1,9,7
2019-01-09,4.8,1026.6,54,4.4,西北西,0.0,-3.7,1027.9,0.1,2019,1,9,8
2019-01-09,4.8,1027.8,64,3.6,北西,0.0,-1.4,1029.1,0.0,2019,1,9,9
2019-01-09,6.0,1028.2,58,3.5,北西,0.0,-1.6,1029.5,0.6,2019,1,9,10
2019-01-09,6.8,1027.8,48,3.3,北北西,0.0,-3.4,1029.1,0.9,2019,1,9,11
2019-01-09,7.6,1027.6,43,3.9,北,0.0,-4.2,1028.9,1.0,2019,1,9,12
2019-01-09,6.5,1026.9,46,3.4,北北西,0.0,-4.3,1028.2,0.1,2019,1,9,13
2019-01-09,7.0,1027.2,44,3.1,西北西,0.0,-4.4,1028.5,0.4,2019,1,9,14
2019-01-09,6.8,1027.5,39,2.8,西北西,0.0,-6.2,1028.8,0.5,2019,1,9,15
2019-01-09,6.5,1027.4,40,2.8,北西,0.0,-6.1,1028.7,0.7,2019,1,9,16
2019-01-09,6.2,1027.6,43,2.1,西北西,0.0,-5.4,1028.9,0.0,2019,1,9,17
2019-01-09,5.8,1027.9,48,3.1,北,0.0,-4.3,1029.2,0.0,2019,1,9,18
2019-01-09,5.6,1027.6,50,2.0,北,0.0,-4.0,1028.9,0,2019,1,9,19
2019-01-09,5.2,1027.7,52,1.4,北北東,0.0,-3.8,1029.0,0,2019,1,9,20
2019-01-09,5.1,1027.7,53,1.3,北東,0.0,-3.7,1029.0,0,2019,1,9,21
2019-01-09,3.5,1027.0,63,1.5,西南西,0.0,-2.9,1028.4,0,2019,1,9,22
2019-01-09,2.4,1027.0,68,1.7,西南西,0.0,-2.9,1028.4,0,2019,1,9,23
2019-01-09,1.4,1026.0,71,1.2,南西,0.0,-3.3,1027.4,0,2019,1,9,24
2019-01-10,0.9,1026.0,75,1.4,南西,0.0,-3.0,1027.4,0,2019,1,10,1
2019-01-10,0.4,1025.5,76,2.1,西南西,0.0,-3.3,1026.9,0,2019,1,10,2
2019-01-10,0.1,1024.8,78,1.8,南西,0.0,-3.3,1026.2,0,2019,1,10,3
2019-01-10,-0.1,1023.9,79,0.8,南南西,0.0,-3.3,1025.3,0,2019,1,10,4
2019-01-10,0.1,1023.5,78,1.9,南西,0.0,-3.3,1024.9,0,2019,1,10,5
2019-01-10,0.7,1023.5,76,1.7,南西,0.0,-3.0,1024.9,0,2019,1,10,6
2019-01-10,1.2,1023.6,75,1.0,南南西,0.0,-2.7,1025.0,0,2019,1,10,7
2019-01-10,2.1,1023.9,71,1.7,南西,0.0,-2.6,1025.3,0.0,2019,1,10,8
2019-01-10,2.8,1023.9,70,1.4,南西,0.0,-2.1,1025.3,0.0,2019,1,10,9
2019-01-10,3.8,1023.8,66,1.0,南西,0.0,-2.0,1025.1,0.0,2019,1,10,10
2019-01-10,5.8,1022.3,54,1.7,南西,0.0,-2.8,1023.6,0.0,2019,1,10,11
2019-01-10,7.4,1021.0,54,2.7,西,0.0,-1.3,1022.3,0.1,2019,1,10,12
2019-01-10,8.6,1019.9,54,4.2,西,0.0,-0.2,1021.2,0.0,2019,1,10,13
2019-01-10,9.3,1019.1,51,3.3,西南西,0.0,-0.3,1020.4,0.0,2019,1,10,14
2019-01-10,8.8,1018.9,54,1.6,西南西,0.0,0.0,1020.2,0.0,2019,1,10,15
2019-01-10,8.5,1018.9,57,1.6,西,0.0,0.5,1020.2,0.0,2019,1,10,16
2019-01-10,8.5,1019.2,61,1.3,南南西,0.0,1.4,1020.5,0.0,2019,1,10,17
2019-01-10,8.3,1019.4,63,2.0,南西,0.0,1.7,1020.7,0.0,2019,1,10,18
2019-01-10,8.8,1019.2,71,2.7,西南西,0.0,3.8,1020.5,0,2019,1,10,19
2019-01-10,8.8,1019.1,74,2.6,西南西,0.0,4.4,1020.4,0,2019,1,10,20
2019-01-10,9.1,1019.4,76,3.2,西南西,0.0,5.1,1020.7,0,2019,1,10,21
2019-01-10,9.4,1019.4,75,3.3,西,0.0,5.2,1020.7,0,2019,1,10,22
2019-01-10,9.9,1019.1,63,3.4,西,0.0,3.2,1020.4,0,2019,1,10,23
2019-01-10,10.1,1019.2,54,4.8,西北西,0.0,1.2,1020.5,0,2019,1,10,24
2019-01-11,9.9,1019.5,56,4.4,西,0.0,1.5,1020.8,0,2019,1,11,1
2019-01-11,9.8,1020.4,56,4.5,西北西,0.0,1.5,1021.7,0,2019,1,11,2
2019-01-11,9.6,1020.9,54,3.3,西北西,0.0,0.8,1022.2,0,2019,1,11,3
2019-01-11,9.4,1020.5,53,3.9,西,0.0,0.3,1021.8,0,2019,1,11,4
2019-01-11,8.7,1019.9,58,3.0,西南西,0.0,0.9,1021.2,0,2019,1,11,5
2019-01-11,7.7,1020.8,62,2.4,西,0.0,0.9,1022.1,0,2019,1,11,6
2019-01-11,6.9,1020.6,65,1.0,西南西,0.0,0.8,1021.9,0,2019,1,11,7
2019-01-11,6.9,1021.5,67,2.1,西南西,0.0,1.2,1022.8,0.0,2019,1,11,8
2019-01-11,8.8,1022.4,61,1.6,南南西,0.0,1.7,1023.7,0.7,2019,1,11,9
2019-01-11,10.4,1022.9,58,1.1,南南西,0.0,2.5,1024.2,0.5,2019,1,11,10
2019-01-11,11.5,1022.7,48,2.3,西,0.0,0.9,1024.0,0.6,2019,1,11,11
2019-01-11,11.5,1021.4,47,2.4,北北西,0.0,0.6,1022.7,1.0,2019,1,11,12
2019-01-11,11.6,1021.5,45,2.4,北,0.0,0.1,1022.8,1.0,2019,1,11,13
2019-01-11,11.0,1021.5,51,1.6,北東,0.0,1.3,1022.8,0.2,2019,1,11,14
2019-01-11,10.7,1021.5,51,1.4,西北西,0.0,1.0,1022.8,0.0,2019,1,11,15
2019-01-11,10.7,1021.5,52,1.4,北,0.0,1.3,1022.8,0.1,2019,1,11,16
2019-01-11,10.6,1021.6,50,1.2,北,0.0,0.6,1022.9,0.1,2019,1,11,17
2019-01-11,9.8,1021.4,56,0.7,西南西,0.0,1.5,1022.7,0.0,2019,1,11,18
2019-01-11,8.3,1022.1,63,1.2,西南西,0.0,1.7,1023.4,0,2019,1,11,19
2019-01-11,7.7,1021.7,68,1.2,南東,0.0,2.2,1023.0,0,2019,1,11,20
2019-01-11,7.1,1021.9,72,0.2,静穏,0.0,2.4,1023.2,0,2019,1,11,21
2019-01-11,7.8,1021.7,69,0.9,東南東,0.0,2.5,1023.0,0,2019,1,11,22
2019-01-11,7.7,1021.6,65,2.5,東南東,0.0,1.6,1022.9,0,2019,1,11,23
2019-01-11,7.7,1021.5,64,1.9,東,0.0,1.3,1022.8,0,2019,1,11,24
2019-01-12,7.4,1020.4,63,2.5,東南東,0.0,0.8,1021.7,0,2019,1,12,1
2019-01-12,7.0,1020.0,65,2.9,東南東,0.0,0.9,1021.3,0,2019,1,12,2
2019-01-12,7.2,1019.6,62,3.6,東,0.0,0.4,1020.9,0,2019,1,12,3
2019-01-12,7.2,1019.8,63,2.9,東北東,0.0,0.6,1021.1,0,2019,1,12,4
2019-01-12,7.2,1020.1,64,2.3,東北東,0.0,0.9,1021.4,0,2019,1,12,5
2019-01-12,7.2,1020.0,65,2.0,東北東,0.0,1.1,1021.3,0,2019,1,12,6
2019-01-12,6.9,1019.5,68,1.9,東,0.0,1.4,1020.8,0,2019,1,12,7
2019-01-12,5.8,1019.9,79,2.7,東,1.0,2.5,1021.2,0.0,2019,1,12,8
2019-01-12,5.4,1019.8,83,2.2,東南東,0.5,2.8,1021.1,0.0,2019,1,12,9
